"","x","y"
"1",1.32218506629579,1
"2",1.24381527816877,4
"3",1.30416289705317,2
"4",0.475639816839248,4
"5",0.309273809893057,6
"6",1.34923211904243,2
"7",0.98874466214329,4
"8",0.562109156744555,3
"9",1.18058269657195,4
"10",0.108491559745744,3
"11",1.25396410329267,2
"12",0.416161131346598,3
"13",0.872555226436816,2
"14",1.34039476071484,6
"15",1.40283100004308,4
"16",1.44977995322552,1
"17",1.08082114183344,4
"18",0.924935561022721,1
"19",0.0467468305723742,2
"20",1.44137051724829,2
"21",1.07261223625392,5
"22",0.799386956496164,4
"23",1.06968768755905,4
"24",0.291505801957101,2
"25",0.718334698118269,3
"26",0.0924293263815343,1
"27",0.80011290544644,2
"28",0.525467122904956,2
"29",0.456185624585487,2
"30",1.08715969556943,2
"31",0.615239648963325,3
"32",1.18662424176,1
"33",1.29688245628495,1
"34",0.701516245608218,2
"35",0.181664524949156,4
"36",0.0189256619196385,3
"37",1.04045750736259,5
"38",0.691822530934587,5
"39",0.0988278072327375,5
"40",0.809510340797715,4
"41",0.840513335773721,3
"42",0.507734924554825,4
"43",1.28215090942103,3
"44",1.48670532717369,3
"45",0.692623553448357,4
"46",0.862686814391054,6
"47",0.302802412421443,5
"48",0.401430836529471,5
"49",0.618026396026835,5
"50",0.790361643419601,5
"51",1.09890106134117,7
"52",1.35122798709199,3
"53",0.666609916021116,8
"54",1.2039916687645,2
"55",0.722522254684009,4
"56",0.819828916923143,5
"57",0.147636758163571,3
"58",1.10071718820836,5
"59",0.0815205399412662,4
"60",0.764475541189313,3
"61",1.42480907624122,3
"62",0.00492009404115379,2
"63",0.913727452629246,4
"64",1.45029833971057,1
"65",1.31529972993303,2
"66",1.20937205676455,5
"67",0.868249705061316,2
"68",0.459337770240381,1
"69",1.26155686879065,5
"70",0.911206101765856,2
"71",0.706983239972033,3
"72",1.41752067091875,3
"73",0.0164121359121054,2
"74",0.788179239607416,2
"75",0.590378395747393,10
"76",1.39222222636454,1
"77",1.31733693333808,4
"78",0.976473554503173,3
"79",1.26191497792024,1
"80",1.3079343783902,2
"81",0.826731440378353,5
"82",0.0484379113186151,2
"83",0.377654494601302,1
"84",1.21219382935669,4
"85",1.15655674121808,3
"86",0.209618322202004,2
"87",1.37869313266128,3
"88",1.34057109954301,3
"89",1.07453771692235,4
"90",1.15309257816989,4
"91",0.781332787591964,4
"92",1.47123704804108,1
"93",0.514407775131986,2
"94",0.217890397994779,3
"95",0.523466797778383,7
"96",1.19339959812351,6
"97",0.244575420278125,3
"98",1.48013421089854,3
"99",0.03811576415319,2
"100",0.208557145670056,1
