"","x","y"
"1",10,-1
"2",3.7419809062522,646.131128606605
"3",5.52200982049877,672.458810601098
"4",5.29084518527352,719.995987216029
"5",3.43924874314395,715.653033253427
"6",4.08321423956707,493.717180891929
"7",4.50230742999132,632.740451718584
"8",4.98734543144665,353.498633765158
"9",5.79758289347679,618.043087686551
"10",4.64299143732875,574.84869989642
"11",4.6637848843813,499.332590600371
"12",4.94608834420936,512.049984671264
"13",6.84268442764286,425.708821969033
"14",5.5357248227934,582.479909178011
"15",4.536050235079,531.416855325985
"16",3.64587341519569,486.271599943045
"17",4.34200643054574,658.595098324244
"18",5.06707291002864,592.119823043365
"19",5.99716329706484,664.486460892284
"20",2.56033946049403,653.41190840874
"21",5.60665434400598,397.935768020434
"22",5.56307745805972,573.208863574444
"23",6.69618534117438,499.498112909409
"24",5.19237083221506,592.739930924404
"25",6.60619535924904,468.500114700286
"26",5.19190886437903,520.976067997339
"27",3.79471778496558,544.796768992767
"28",6.37771913718059,500.638676000008
"29",4.72112697712979,394.36868665273
"30",5.13408711549988,367.226360221754
"31",5.97418571382597,555.434883863488
"32",4.82071411685118,525.982366584718
"33",5.01011186211606,590.736932747912
"34",3.92128804167888,505.409874141744
"35",5.02355864658,616.755914708969
"36",4.87411099363848,256.792923627819
"37",4.93673873994123,412.139594069058
"38",5.63989919378997,751.678068298764
"39",4.57709379817454,550.864798913268
"40",4.34051156445767,470.840701690356
"41",4.67003494762614,502.207452019282
"42",4.81827372148328,444.789330176856
"43",4.63027734336324,623.261222904114
"44",3.3589398555366,610.201468961087
"45",4.65769602479086,593.108963036516
"46",5.13594145419106,532.2091389457
"47",5.29729874666124,633.690414648669
"48",6.38466317686285,673.839493912255
"49",4.56403517298638,585.616355366277
"50",3.38096410746501,892.346966228655
"51",4.8652118922706,538.940757924586
"52",5.82742058141192,501.677056932595
"53",5.18646556600995,608.736336524021
"54",5.30006941795042,778.081466663707
"55",3.82607822009865,707.398417468441
"56",3.94523961983587,672.789868648746
"57",4.63033747074866,533.752459376572
"58",3.78643110314741,631.816008137698
"59",1.92751045780716,595.632788020758
"60",4.1357516002662,463.198828838709
"61",4.76644194285104,599.125055275632
"62",4.32501124944493,601.130840183582
"63",4.79494883238558,490.320251316553
"64",5.05869428850523,596.905706422943
"65",6.29722159894149,515.33685844846
"66",6.65476480856151,556.584964167109
"67",5.18802829707037,648.589796519224
"68",5.02650873334896,500.109391607329
"69",4.85222162871714,649.381187545396
"70",6.62254920749254,661.809175812235
"71",4.56874275671094,799.283921608228
"72",5.82522725042485,534.632653044087
"73",6.48190728248866,657.035323405857
"74",3.89340325533314,517.062343173069
"75",6.13511649980529,529.905233465697
"76",5.17726558738099,583.605058496477
"77",4.69148499934639,789.511378270288
"78",6.23844290147746,544.870704700215
"79",3.78457645109647,757.288447547133
"80",3.61320821676121,709.012223476339
"81",5.89722467560743,603.460220906904
"82",5.75692460702278,509.823344434098
"83",4.2538521531635,643.72400451416
"84",4.11356075902926,707.490177725699
"85",3.89336155541086,507.192262602721
"86",4.73458832085586,671.929140099494
"87",5.90776138787576,562.159353810461
"88",5.70903647141157,574.355984451225
"89",4.13099033292544,739.834021390987
"90",3.60420903611398,620.044593910354
"91",3.5365780322424,597.841904507833
"92",5.22055354370362,496.448036418292
"93",3.81866421218001,571.090675291725
"94",5.83526668053639,666.606758824262
"95",6.65971387420789,595.154867020049
"96",4.22207905484579,629.593816224812
"97",7.0765784563625,621.818483970634
"98",4.48976884882946,544.115246597256
"99",3.45144515874914,472.071491878439
"100",4.08010251368662,597.494410254641
"101",6.359875995417,513.224783036035
