"","x","y"
"1",1,-203.984173625326
"2",2,126.789605034234
"3",3,-33.9501859334783
"4",4,100.634379600366
"5",5,-19.9935220203803
"6",6,38.8787877790321
"7",7,39.8071200002824
"8",8,121.546624186282
"9",9,29.0061388680031
"10",10,78.0136533443335
"11",11,199.975867744047
"12",12,39.9637046874681
"13",13,-13.1324034347826
"14",14,286.25926673504
"15",15,67.1951094431065
"16",16,154.736635422587
"17",17,59.702197659133
"18",18,-50.3593105179045
"19",19,-110.104310039571
"20",20,144.972891596378
"21",21,10.1237159852288
"22",22,114.619000880847
"23",23,331.911418349647
"24",24,113.918491995967
"25",25,108.742111180819
"26",26,-7.03583314054342
"27",27,-49.9748325086278
"28",28,-57.4229505045591
"29",29,-116.171664498757
"30",30,106.385500493121
"31",31,28.6185656103856
"32",32,205.119129237088
"33",33,97.4940932651263
"34",34,15.3306557869473
"35",35,8.26648006342707
"36",36,208.691083275359
"37",37,114.368388811505
"38",38,132.025752499998
"39",39,251.891264832719
"40",40,266.297693013056
"41",41,25.2302839455975
"42",42,123.599734272587
"43",43,244.040347027513
"44",44,252.734762769929
"45",45,305.922574383985
"46",46,115.445245835931
"47",47,96.4111739495833
"48",48,-42.9110527669997
"49",49,300.24016719725
"50",50,142.701812540943
"51",51,189.979264075729
"52",52,151.822269173647
"53",53,293.231523788932
"54",54,99.4118865566168
"55",55,31.3848822191089
"56",56,98.2168669658693
"57",57,56.5707561411936
"58",58,78.3609090061973
"59",59,151.616556177876
"60",60,237.502883008156
"61",61,229.982991259292
"62",62,261.530055930685
"63",63,92.9121550693747
"64",64,116.512551203502
"65",65,255.981352686719
"66",66,169.829930856825
"67",67,274.977374266761
"68",68,112.935622576203
"69",69,14.8035594758174
"70",70,218.755559999474
"71",71,193.326855917292
"72",72,433.169176601607
"73",73,172.809867848015
"74",74,61.4888943200174
"75",75,221.899440877514
"76",76,175.578679403703
"77",77,295.979556731228
"78",78,227.841454961472
"79",79,262.035800883864
"80",80,46.6602504372573
"81",81,320.643253314672
"82",82,165.002572093934
"83",83,320.368432074905
"84",84,-24.6252616957615
"85",85,196.214737650988
"86",86,290.545064344658
"87",87,293.649505779841
"88",88,329.38119888161
"89",89,290.378675958167
"90",90,431.472624136719
"91",91,257.541742946174
"92",92,119.760467442789
"93",93,270.039731758847
"94",94,284.643246302208
"95",95,184.162150906395
"96",96,198.847887947944
"97",97,323.597330964357
"98",98,165.352961457948
"99",99,172.131357231661
"100",100,524.326876125282
