"","x","y"
"1",1,5.67205268519647
"2",2,8.67801011060412
"3",3,27.4546668942771
"4",4,-11.8413779682237
"5",5,54.4477906510955
"6",6,22.8951386502074
"7",7,-29.4655896535908
"8",8,-13.4169813464343
"9",9,20.7857604293523
"10",10,20.4042665527596
"11",11,-77.6783745708516
"12",12,60.8557868060231
"13",13,-2.01708880945749
"14",14,38.1627707596211
"15",15,64.2711840653253
"16",16,129.256349404012
"17",17,79.3137115031796
"18",18,117.286021376568
"19",19,-21.1327440551308
"20",20,6.44461689517483
"21",21,75.5117976752622
"22",22,47.734627424561
"23",23,-48.4516968330029
"24",24,-72.9267012526161
"25",25,27.8034714776379
"26",26,130.041287689635
"27",27,90.4444714759119
"28",28,-69.39253122407
"29",29,-23.4111707385608
"30",30,-26.8052637530165
"31",31,-164.954983774028
"32",32,12.3159436466581
"33",33,70.0456777134369
"34",34,192.48149470828
"35",35,299.308506571213
"36",36,81.2387284678017
"37",37,347.940734124137
"38",38,88.678993106991
"39",39,299.794717744707
"40",40,313.878549671498
"41",41,91.6638836945967
"42",42,-170.396416930953
"43",43,78.1443750351309
"44",44,50.7732315089874
"45",45,467.747275570488
"46",46,129.727414853997
"47",47,191.832057634434
"48",48,418.703495523162
"49",49,174.007981789285
"50",50,-155.877444804997
"51",51,-16.258750137831
"52",52,473.516688424423
"53",53,61.8375403559308
"54",54,32.4449082634052
"55",55,239.237911769365
"56",56,339.565372297511
"57",57,109.35417028072
"58",58,-93.0319267754206
"59",59,332.734417005048
"60",60,399.366295288408
"61",61,10.7593710827367
"62",62,354.63325361553
"63",63,-403.439654374707
"64",64,-300.854781167557
"65",65,589.570499839281
"66",66,342.234119213453
"67",67,4.82295833337594
"68",68,661.01368848194
"69",69,32.483930161272
"70",70,-303.769691005207
"71",71,203.361684605262
"72",72,-183.325135927167
"73",73,289.408744179546
"74",74,-370.280481288454
"75",75,300.805129866135
"76",76,178.87388642558
"77",77,213.350648369518
"78",78,416.033775930562
"79",79,-56.0742284144985
"80",80,255.17593453536
"81",81,522.841738502018
"82",82,283.429486233689
"83",83,76.5561957733152
"84",84,102.326260273885
"85",85,193.264536141963
"86",86,-126.023773878656
"87",87,48.5220369829881
"88",88,-224.6216579755
"89",89,-111.77219339929
"90",90,652.188427872718
"91",91,88.4566176279446
"92",92,407.605481173936
"93",93,303.1027365642
"94",94,208.65475882393
"95",95,619.236439317244
"96",96,-21.8232483235282
"97",97,790.452070975923
"98",98,172.021029884762
"99",99,207.043785283411
"100",100,-635.430975274844
