"","x","y"
"1",1,-51.3259100312375
"2",2,-1.28447026300117
"3",3,-6.98144246072273
"4",4,85.7736582008293
"5",5,116.326030067434
"6",6,-47.4653970501934
"7",7,36.6254022869971
"8",8,-3.93981137990524
"9",9,3.60514914359305
"10",10,53.825984418288
"11",11,-8.06360101220933
"12",12,-44.8698953829278
"13",13,15.7105094589518
"14",14,49.1351003684179
"15",15,99.1082957387789
"16",16,71.5256458136068
"17",17,60.1210310059386
"18",18,37.8526513607212
"19",19,-3.36657159954735
"20",20,-21.5994607083456
"21",21,65.1842852885208
"22",22,113.821328550868
"23",23,33.4935188061485
"24",24,122.096557009916
"25",25,159.627650012402
"26",26,33.2799005051188
"27",27,64.3889656515563
"28",28,23.0398486345974
"29",29,34.9630848867839
"30",30,111.696808908959
"31",31,16.8398752159874
"32",32,136.843034942906
"33",33,145.443757005073
"34",34,109.990489790181
"35",35,125.900089845743
"36",36,206.586819434137
"37",37,132.117545561958
"38",38,150.673933389367
"39",39,235.585048028353
"40",40,-16.6209118991753
"41",41,83.3217682963651
"42",42,194.577660973795
"43",43,115.098007919987
"44",44,58.6566187291977
"45",45,201.799859714611
"46",46,132.22020844143
"47",47,159.892899511608
"48",48,122.82452269407
"49",49,75.1236089475818
"50",50,126.525779130942
"51",51,120.651409915911
"52",52,172.260901361207
"53",53,138.115818239153
"54",54,86.4139372299639
"55",55,210.891383569286
"56",56,132.323674649491
"57",57,311.020079812736
"58",58,158.519360157647
"59",59,143.782304657486
"60",60,209.460882855272
"61",61,241.802821104341
"62",62,216.059241831208
"63",63,216.512527883389
"64",64,187.575431198981
"65",65,283.931087837446
"66",66,250.414215482721
"67",67,165.131794557019
"68",68,234.127530269592
"69",69,234.818435516935
"70",70,302.98841595813
"71",71,278.839459232002
"72",72,189.069204256738
"73",73,329.644234870894
"74",74,230.819507427851
"75",75,230.838831345729
"76",76,263.179468982651
"77",77,204.839880811128
"78",78,299.368468047329
"79",79,215.471399237411
"80",80,240.240074789233
"81",81,295.676815958106
"82",82,227.792261790032
"83",83,251.4884715618
"84",84,240.654353217803
"85",85,376.035151304778
"86",86,166.420998989093
"87",87,217.802353008105
"88",88,352.70624152482
"89",89,240.577552170311
"90",90,302.625799432423
"91",91,311.32095544694
"92",92,275.011151368184
"93",93,265.634348523623
"94",94,320.734514382117
"95",95,230.439386837538
"96",96,311.166391238493
"97",97,306.108592063729
"98",98,317.577841733794
"99",99,317.695884914391
"100",100,240.914318993743
