"","x","y"
"1",1,34.7785121270415
"2",2,24.7880707271105
"3",3,115.788091631058
"4",4,86.2417961529335
"5",5,115.313345420008
"6",6,19.7638212127395
"7",7,63.5183658263079
"8",8,91.9598568336413
"9",9,-15.7235700911689
"10",10,13.4595175339473
"11",11,-1.44837649526752
"12",12,37.1890994987219
"13",13,64.5699419457093
"14",14,5.64445931982443
"15",15,10.4793792635781
"16",16,16.123098188192
"17",17,61.6719554157484
"18",18,108.818958410062
"19",19,69.6659230848643
"20",20,23.8725089553687
"21",21,-10.2938008119295
"22",22,63.9209740354246
"23",23,106.989577423506
"24",24,115.941534048032
"25",25,74.0576837627628
"26",26,85.7705469233571
"27",27,201.071917050502
"28",28,86.8755751092787
"29",29,78.6813550784474
"30",30,87.9044176591633
"31",31,27.512729742417
"32",32,134.43789223298
"33",33,132.807337988633
"34",34,47.2067206813694
"35",35,104.064825898964
"36",36,95.1746705206591
"37",37,27.7179137216798
"38",38,49.4295262524757
"39",39,76.0212095889493
"40",40,36.6668206527234
"41",41,108.885150743615
"42",42,129.323528186852
"43",43,26.4433268449811
"44",44,140.298253405644
"45",45,82.3574964343522
"46",46,120.321077953281
"47",47,112.312239265117
"48",48,-1.0383831415066
"49",49,153.861462776621
"50",50,124.048669214957
"51",51,200.177657803891
"52",52,205.670820413375
"53",53,93.4944360704987
"54",54,216.290794527728
"55",55,138.863495082354
"56",56,94.7162322066122
"57",57,139.389816078357
"58",58,188.26153952506
"59",59,79.6703693856509
"60",60,113.668702775643
"61",61,207.771329844263
"62",62,119.699871243586
"63",63,160.452754722245
"64",64,128.002324931593
"65",65,97.459917368731
"66",66,87.8334327517963
"67",67,173.988828451474
"68",68,164.921919922061
"69",69,208.880342627058
"70",70,197.875592131866
"71",71,210.28119188015
"72",72,153.326374375092
"73",73,180.437820250698
"74",74,106.955042902038
"75",75,170.364326895649
"76",76,237.323219322522
"77",77,286.307337168623
"78",78,235.495779115834
"79",79,173.748122984274
"80",80,225.638604722393
"81",81,174.273331041471
"82",82,252.883184299086
"83",83,197.205644516492
"84",84,179.385335351792
"85",85,231.18751496609
"86",86,203.273173084144
"87",87,229.856851892323
"88",88,252.737663931223
"89",89,198.612784337876
"90",90,193.822048826194
"91",91,325.90405947884
"92",92,187.926567244314
"93",93,219.616679022216
"94",94,193.776272240278
"95",95,199.022440627549
"96",96,172.602785857047
"97",97,217.347056546565
"98",98,307.577696279382
"99",99,288.676580329736
"100",100,236.84080833654
