"","x","y"
"1",1,323.872729240397
"2",2,300.918062185519
"3",3,178.524575331668
"4",4,135.508384364075
"5",5,184.229245952983
"6",6,350.263249696432
"7",7,351.574203212145
"8",8,534.706767167178
"9",9,726.432453497104
"10",10,503.88810313959
"11",11,293.563907218665
"12",12,571.475276973663
"13",13,946.67394311001
"14",14,719.552274778262
"15",15,564.981301782896
"16",16,532.427892107543
"17",17,416.254452173054
"18",18,644.311583222359
"19",19,1091.38163041644
"20",20,1339.94699838474
"21",21,1076.78910800218
"22",22,902.642526359007
"23",23,1658.55271730665
"24",24,1731.47618186849
"25",25,1.10253037594395
"26",26,1270.0045316928
"27",27,1575.50028580853
"28",28,2886.25852691775
"29",29,4088.24622815911
"30",30,3484.04531510306
"31",31,3279.87717735261
"32",32,2585.66169682649
"33",33,6769.97435354795
"34",34,2184.68645062038
"35",35,4387.10293985525
"36",36,7360.96154072596
"37",37,7490.09556681837
"38",38,8256.39022956064
"39",39,6976.6040184709
"40",40,10289.3185811612
"41",41,2946.52700132346
"42",42,8973.7407793996
"43",43,15981.5406211563
"44",44,21046.7251897922
"45",45,6571.22780797954
"46",46,9236.44179652245
"47",47,6548.52960376476
"48",48,20011.4960318081
"49",49,21414.341918145
"50",50,18284.5473918567
